id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
2046,2016-02-01,,Month-to-month,Yes,Electronic check,103.85,4946.05,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2047,2016-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,1
2048,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,49.4,106.55,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,1
2049,2016-05-01,,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2050,2015-11-01,,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
2051,2018-02-01,2019-12-01,Month-to-month,Yes,Electronic check,79.2,1742.75,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
2052,2014-02-01,,Two year,No,Bank transfer (automatic),86.65,6224.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2053,2017-01-01,,Month-to-month,Yes,Electronic check,92.95,3415.25,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
2054,2014-03-01,,Two year,No,Electronic check,90.35,6325.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2055,2019-04-01,2019-11-01,Month-to-month,No,Electronic check,48.7,340.25,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,1
2056,2014-08-01,,Two year,Yes,Credit card (automatic),25.15,1683.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
2057,2015-11-01,,One year,Yes,Bank transfer (automatic),76.4,3966.3,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
2058,2017-08-01,,One year,No,Bank transfer (automatic),19.55,608.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2059,2017-04-01,,Month-to-month,No,Electronic check,85.35,2896.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,0
2060,2014-10-01,,Two year,Yes,Mailed check,24.8,1514.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2061,2014-09-01,,One year,Yes,Bank transfer (automatic),103.15,6792.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
2062,2016-03-01,,Month-to-month,No,Mailed check,100.75,4669.2,Fiber optic,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,Yes,0
2063,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,95.6,95.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,1
2064,2015-10-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,1
2065,2014-07-01,,Two year,No,Credit card (automatic),94.1,6302.8,Fiber optic,No,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
2066,2016-11-01,,One year,No,Bank transfer (automatic),19.35,779.2,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2067,2018-12-01,,Month-to-month,No,Mailed check,19.9,283.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2068,2016-04-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,1
2069,2015-06-01,,Month-to-month,Yes,Electronic check,101.05,5594.0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,Yes,0
2070,2018-12-01,,One year,No,Credit card (automatic),59.1,772.85,DSL,No,No,No,Yes,No,Yes,Female,0,No,No,No,0
2071,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,71.35,71.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2072,2018-10-01,,One year,Yes,Mailed check,55.85,857.8,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
2073,2014-04-01,,Month-to-month,Yes,Electronic check,106.05,7554.05,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2074,2014-02-01,,Two year,Yes,Credit card (automatic),84.1,5981.65,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
2075,2018-03-01,,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
2076,2018-05-01,,Month-to-month,No,Mailed check,24.7,467.15,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
2077,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,20.15,20.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2078,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1
2079,2017-03-01,2019-11-01,Month-to-month,Yes,Electronic check,93.2,2931.0,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,1
2080,2018-08-01,2020-01-01,Month-to-month,No,Electronic check,80.85,1400.85,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,1
2081,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,33.65,137.85,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,1
2082,2017-02-01,,One year,No,Electronic check,55.8,1941.5,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,0
2083,2015-12-01,,Two year,No,Credit card (automatic),39.7,1932.75,DSL,No,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
2084,2016-02-01,,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
2085,2015-12-01,,Two year,No,Credit card (automatic),20.15,970.85,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
2086,2014-02-01,,Two year,No,Credit card (automatic),79.55,5810.9,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
2087,2019-04-01,,Month-to-month,No,Credit card (automatic),24.8,223.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
2088,2018-08-01,,Month-to-month,No,Mailed check,19.65,391.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2089,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.95,79.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
2090,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,19.3,19.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2091,2019-05-01,,Month-to-month,Yes,Electronic check,94.05,811.65,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
2092,2019-12-01,,Month-to-month,No,Mailed check,90.75,174.75,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,0
2093,2016-10-01,,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,Fiber optic,No,No,No,Yes,No,No,Female,0,Yes,No,Yes,0
2094,2014-05-01,,One year,No,Bank transfer (automatic),99.5,6841.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
2095,2016-09-01,2019-10-01,One year,Yes,Electronic check,99.2,3754.6,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,1
2096,2018-08-01,,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,Fiber optic,No,No,Yes,No,No,No,Male,0,No,Yes,Yes,0
2097,2019-03-01,,Month-to-month,Yes,Electronic check,70.2,834.7,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
2098,2019-03-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,1
2099,2019-09-01,2019-12-01,Month-to-month,No,Electronic check,75.25,242.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
2100,2015-07-01,,One year,No,Credit card (automatic),59.45,3157.0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
2101,2017-05-01,,Month-to-month,Yes,Electronic check,93.35,3092.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
2102,2016-04-01,,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
2103,2017-04-01,,Two year,No,Bank transfer (automatic),26.1,980.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2104,2019-11-01,,Month-to-month,No,Electronic check,20.2,65.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2105,2017-08-01,,Two year,No,Mailed check,21.25,711.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2106,2017-05-01,,One year,No,Electronic check,59.4,1952.8,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,Yes,0
2107,2016-05-01,,One year,Yes,Credit card (automatic),95.0,4368.85,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,0
2108,2016-10-01,,Month-to-month,Yes,Mailed check,61.9,2647.1,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,0
2109,2014-03-01,,Two year,Yes,Electronic check,118.65,8477.6,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2110,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,54.35,54.35,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes,1
2111,2014-02-01,,Two year,No,Bank transfer (automatic),64.45,4528.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
2112,2018-04-01,,Month-to-month,Yes,Electronic check,80.15,1790.65,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,0
2113,2016-04-01,,One year,Yes,Bank transfer (automatic),20.2,845.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2114,2015-07-01,,Two year,No,Mailed check,21.0,1210.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2115,2019-02-01,,One year,Yes,Mailed check,75.85,854.45,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
2116,2017-07-01,,Month-to-month,Yes,Electronic check,80.45,2429.1,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
2117,2019-08-01,2020-01-01,Month-to-month,Yes,Electronic check,24.95,100.4,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,1
2118,2014-07-01,,Two year,Yes,Electronic check,75.5,5229.45,DSL,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
2119,2020-01-01,,Month-to-month,No,Mailed check,44.45,44.45,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2120,2016-06-01,2019-10-01,One year,Yes,Electronic check,42.35,1716.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,1
2121,2016-09-01,,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,DSL,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
2122,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,75.3,75.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
2123,2015-08-01,2019-11-01,One year,Yes,Electronic check,94.8,4837.6,Fiber optic,Yes,Yes,No,No,Yes,No,Male,0,No,No,Yes,1
2124,2016-08-01,,Two year,No,Credit card (automatic),48.15,2032.3,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
2125,2018-03-01,,One year,No,Mailed check,19.65,436.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2126,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,70.55,70.55,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
2127,2020-01-01,,Month-to-month,No,Mailed check,20.15,20.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2128,2015-06-01,,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
2129,2018-11-01,,Month-to-month,Yes,Electronic check,91.0,1430.05,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,0
2130,2019-02-01,,Two year,Yes,Bank transfer (automatic),25.4,313.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2131,2015-08-01,,Two year,No,Bank transfer (automatic),69.95,3871.85,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,0
2132,2019-07-01,,Month-to-month,Yes,Electronic check,66.85,458.1,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,0
2133,2017-03-01,2019-12-01,Month-to-month,No,Credit card (automatic),86.15,2745.7,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,1
2134,2018-10-01,,Month-to-month,No,Electronic check,20.15,341.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2135,2018-05-01,,One year,No,Mailed check,64.85,1336.8,DSL,Yes,No,Yes,No,No,Yes,Female,0,No,Yes,No,0
2136,2017-08-01,,Two year,No,Electronic check,74.85,2181.75,DSL,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
2138,2019-03-01,,Month-to-month,No,Electronic check,72.9,818.45,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,0
2139,2014-12-01,,One year,Yes,Credit card (automatic),115.05,7133.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2140,2018-08-01,,Month-to-month,No,Electronic check,19.0,348.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2142,2016-04-01,,One year,Yes,Electronic check,101.1,4674.4,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
2143,2018-05-01,,Month-to-month,Yes,Electronic check,84.1,1737.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,0
2144,2014-06-01,,Two year,Yes,Bank transfer (automatic),24.15,1498.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2145,2020-01-01,,Month-to-month,Yes,Electronic check,50.1,50.1,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,0
2146,2018-01-01,,Month-to-month,Yes,Electronic check,74.6,1797.75,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,0
2147,2018-02-01,,Two year,No,Mailed check,19.75,498.1,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
2148,2017-05-01,2019-11-01,Month-to-month,Yes,Electronic check,85.0,2624.25,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,1
2149,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,80.55,184.1,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
2150,2015-11-01,,One year,Yes,Bank transfer (automatic),106.8,5498.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
2151,2015-05-01,,Two year,Yes,Electronic check,84.5,4845.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2152,2018-11-01,,Two year,No,Bank transfer (automatic),25.05,369.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
2153,2014-02-01,,Two year,Yes,Bank transfer (automatic),83.7,6096.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
2154,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,75.8,160.75,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
2155,2017-10-01,,Month-to-month,No,Credit card (automatic),96.6,2684.35,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
2156,2017-05-01,2019-10-01,Month-to-month,Yes,Electronic check,98.5,3004.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
2157,2014-04-01,,Two year,Yes,Credit card (automatic),101.1,6994.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
2158,2019-01-01,,One year,No,Mailed check,20.2,273.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2159,2015-03-01,,One year,Yes,Electronic check,94.05,5483.9,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,0
2160,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,95.25,1233.65,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
2161,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,74.4,527.9,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
2162,2014-12-01,,Two year,No,Mailed check,81.0,4985.9,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
2163,2018-05-01,,One year,Yes,Electronic check,60.25,1258.35,DSL,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0
2164,2019-12-01,,Month-to-month,No,Electronic check,60.85,111.4,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
2165,2020-01-01,,Month-to-month,No,Credit card (automatic),43.95,43.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
2166,2019-10-01,,Month-to-month,No,Electronic check,86.05,308.1,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
2167,2018-07-01,,One year,No,Credit card (automatic),20.25,383.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2168,2017-07-01,2020-01-01,Month-to-month,No,Electronic check,85.15,2555.9,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,No,1
2169,2014-07-01,,Two year,Yes,Credit card (automatic),19.4,1284.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2170,2014-02-01,,Two year,Yes,Credit card (automatic),102.65,7550.3,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
2171,2015-09-01,,Two year,No,Credit card (automatic),19.9,1110.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2172,2019-09-01,,One year,No,Electronic check,19.55,99.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2173,2014-03-01,,Two year,Yes,Credit card (automatic),95.5,6707.15,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,1,Yes,No,No,0
2174,2015-12-01,,One year,Yes,Credit card (automatic),84.15,4164.4,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2175,2015-06-01,,Two year,Yes,Electronic check,103.2,5873.75,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2176,2019-12-01,,Month-to-month,Yes,Credit card (automatic),50.2,109.25,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
2177,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,88.55,179.25,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
2178,2018-01-01,2020-01-01,Month-to-month,No,Electronic check,54.75,1338.15,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
2179,2016-04-01,,Two year,No,Credit card (automatic),19.95,862.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2180,2014-03-01,,Two year,Yes,Electronic check,116.25,8564.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2181,2017-09-01,,Month-to-month,Yes,Electronic check,31.2,926.2,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
2182,2014-05-01,,Two year,No,Bank transfer (automatic),24.45,1718.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2183,2014-03-01,,Two year,No,Credit card (automatic),84.2,5956.85,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2184,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,91.3,91.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,1
2185,2015-06-01,,Two year,Yes,Bank transfer (automatic),85.65,4824.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
2186,2015-06-01,,One year,Yes,Mailed check,21.2,1238.65,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2187,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,79.5,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
2188,2017-10-01,,One year,No,Mailed check,25.55,672.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2189,2018-07-01,,Month-to-month,No,Mailed check,20.2,382.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2190,2014-08-01,,Month-to-month,No,Electronic check,63.85,4264.6,DSL,No,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
2191,2018-09-01,,One year,Yes,Mailed check,61.95,1070.7,DSL,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
2192,2015-10-01,,Two year,No,Mailed check,25.75,1345.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2193,2018-07-01,,One year,No,Electronic check,58.2,1045.25,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
2194,2017-02-01,,One year,No,Bank transfer (automatic),85.85,3003.55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
2195,2019-05-01,2019-12-01,Month-to-month,Yes,Mailed check,70.1,467.55,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
2196,2014-02-01,,One year,Yes,Credit card (automatic),104.9,7537.5,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
2197,2014-05-01,2019-12-01,One year,Yes,Electronic check,111.3,7482.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
2198,2017-04-01,,One year,Yes,Electronic check,99.85,3343.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
2199,2015-03-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,1
2200,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,86.25,587.1,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,No,1
2201,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,100.8,100.8,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
2202,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2203,2014-05-01,,Two year,No,Electronic check,104.0,7028.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2204,2015-12-01,,One year,Yes,Mailed check,104.4,5232.9,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
2205,2019-04-01,,One year,No,Mailed check,19.5,225.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2206,2019-02-01,,Two year,No,Credit card (automatic),25.25,274.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
2207,2018-09-01,2019-11-01,Month-to-month,Yes,Electronic check,86.3,1180.95,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,No,1
2208,2014-04-01,,Two year,Yes,Bank transfer (automatic),49.85,3370.2,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
2209,2014-10-01,,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
2210,2014-08-01,,Two year,No,Credit card (automatic),89.9,5958.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2211,2014-03-01,,Two year,Yes,Credit card (automatic),82.0,5999.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
2212,2018-06-01,,Month-to-month,No,Electronic check,89.95,1648.45,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,0
2213,2014-02-01,,Two year,Yes,Bank transfer (automatic),79.35,5753.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
2214,2014-03-01,,Two year,No,Credit card (automatic),64.05,4492.9,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
2215,2016-12-01,,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2216,2017-07-01,2019-11-01,Month-to-month,Yes,Electronic check,89.95,2625.55,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,1
2217,2018-07-01,2019-12-01,Month-to-month,Yes,Electronic check,76.45,1233.4,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,No,No,1
2218,2017-05-01,,One year,Yes,Electronic check,39.1,1309.0,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,No,0
2219,2018-03-01,,Two year,No,Mailed check,34.6,813.45,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
2220,2015-04-01,,One year,Yes,Electronic check,19.55,1108.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2221,2014-04-01,,Two year,Yes,Bank transfer (automatic),104.45,7349.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
2222,2019-10-01,,Month-to-month,No,Electronic check,70.5,294.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2223,2016-05-01,,Two year,No,Mailed check,20.35,929.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2224,2019-02-01,2019-12-01,Month-to-month,Yes,Electronic check,70.0,740.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
2225,2017-02-01,,Two year,No,Credit card (automatic),19.45,754.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2226,2015-08-01,,Month-to-month,Yes,Mailed check,69.9,3883.3,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
2227,2018-03-01,,Two year,No,Mailed check,59.7,1414.2,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
2228,2016-09-01,,One year,Yes,Credit card (automatic),78.35,3211.2,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
2229,2019-09-01,,Month-to-month,Yes,Mailed check,71.45,371.6,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
2230,2017-11-01,,One year,Yes,Credit card (automatic),45.85,1246.4,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
2231,2020-01-01,,Month-to-month,Yes,Electronic check,95.85,95.85,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
2232,2014-07-01,,Two year,No,Credit card (automatic),35.7,2545.7,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
